@relation plural
@attribute frequency NUMERIC
@attribute p1 {+, +l, +r, -, =, =l, =v, J, N, S, Sl, Sm, Sn, Sp, Spl, Spr, Sr, St, Str, Sv, Z, _, b, bl, br, d, dl, dm, dn, dr, f, fl, fr, g, gl, gm, gn, gr, h, j, k, kl, kn, kr, ks, kv, l, m, n, p, pj, pl, pn, pr, ps, pt, r, s, s=, sf, sk, skl, skr, sl, sm, sp, st, stj, str, sv, t, tl, tn, tr, v, vj, x, z}
@attribute p2 {#, &, ), -, /, 0, 1, 2, 6, @, B, E, I, O, U, W, X, Y, a, e, i, o, q, u, y, |, ~}
@attribute p3 {+, -, =, =t, J, N, Nk, Nkt, Ns, Nst, Nt, S, d, f, f=, fs, ft, k, ks, kst, kt, l, l=, lS, lf, lfs, lk, lks, lm, lp, lps, lpst, ls, lst, lt, lx, m, m+, m=, mf, mp, ms, mt, n, n=, nJ, nS, nd, nf, nf=, nft, ns, nst, nt, ntl, nx, p, ps, pst, pt, r, r=, rS, rf, rk, rkt, rl, rm, rn, rnst, rp, rpst, rs, rst, rt, rx, s, sp, st, t, x, x=, xs, xst, xt}
@attribute p4 {+, +l, +r, -, =, =l, =v, J, N, Nl, S, Sl, Sm, Sn, Sp, Spl, Spr, Sr, St, Str, Sv, Z, _, _m, b, bl, br, d, dl, dn, dr, f, fj, fl, fr, ft, g, gl, gm, gn, gr, h, j, k, kl, kn, kr, ks, kv, l, m, ml, n, p, pl, pn, pr, ps, r, s, s=, sf, sk, skr, skv, sl, sn, sp, sr, st, str, sv, t, tl, tn, tr, tv, v, vj, vr, x, xl, z, zn} 
@attribute p5 {#, $, &, ), /, 0, 4, @, B, E, I, O, U, W, X, Y, ^, a, e, i, o, q, u, y, (, |, ~}
@attribute p6 {+, -, =, J, N, Nk, Nks, Nkt, Nst, S, Z, _, b, f, ft, k, ks, kst, kt, l, l=, lf, lk, lm, lp, lps, ls, lst, lt, lx, m, m+, mS, mf, mp, mps, ms, mt, n, n=, nJ, nS, nd, nf, nft, ns, nst, nt, nx, p, ps, pst, pt, r, r=, r=t, rS, rf, rft, rk, rkt, rl, rm, rn, rp, rpst, rpt, rs, rst, rt, rx, s, sk, st, t, v, x, x=, xt}
@attribute gender {-, F, FM, FN, M, MF, MN, N, NF, NM}
@attribute class {-, U, Ue, Uer, e, en, er, s}

@data
26,b,@,-,tr,a,k,M,Ue
0,z,a,-,t,O,r,M,en
1,=,W,-,x,@,n,N,-
2,s,I,-,l,O,n,N,s
0,g,U,Ns,z,U,xt,F,Ue
2,m,),r,x,@,n,N,-
2,v,a,-,g,@,n,M,-
324,n,i,-,-,@,n,N,-
97,g,&,st,Sp,i,l,N,e
73,k,B,f,h,B,s,N,Uer
0,h,O,-,k,@,r,M,-
311,St,E,-,l,U,N,F,en
8,S,@,n,v,&,nt,F,Ue
0,n,I,s,m,U,s,M,en
30,-,&,-,S,@,-,F,en
30,t,I,-,g,&,m,M,e
7,r,O,l,b,a,n,F,en
11,h,X,-,f,U,N,F,en
2,b,@,-,m,&,n,M,Uer
15,n,i,-,k,a,-,F,s
0,n,&,-,S,@,r,M,-
0,n,i,-,r,U,N,F,en
2,m,o,-,d,U,l,N,en
0,m,I,s,l,B,t,M,e
34,p,o,-,l,@,-,F,en
12,v,E,t,f,a,rt,F,en
8,=,i,-,-,o,n,F,en
20,l,i,-,b,&,l,M,Ue
31,k,&,-,t,u,r,F,en
0,l,o,-,Z,@,-,F,en
0,z,O,-,x,I,st,M,en
31,b,@,-,d,&,x,N,Uer
14,l,&,s,t,@,r,N,-
1,m,Y,n,=,U,N,F,en
2,z,X,-,r,@,-,F,en
5,g,&,r,b,@,-,F,en
14,g,@,-,r,/,l,N,e
22,=,i,-,-,o,n,F,en
0,z,W,xt,h,W,t,F,en
15,=,X,-,g,U,N,F,en
916,r,W,-,-,@,-,F,en
1,=,i,-,r,@,r,M,-
0,v,I,k,v,&,m,M,s
1,S,@,n,d,i,p,M,e
0,-,E,r,g,U,s,M,Ue
13,v,o,n,h,W,t,F,en
8,=,i,-,-,o,n,F,en
41,g,e,p,n,I,s,N,e
10,d,U,s,tr,i,-,F,en
1635,S,I,x,t,@,-,F,en
275,-,-,-,h,O,l=,N,Uer
0,l,@,-,r,W,-,F,en
68,t,E,k,t,u,r,F,en
0,-,O,r,g,@,l,F,en
1,l,@,n,S,u,-,M,e
0,p,O,x,v,E,rk,N,e
12,=,E,-,l,E,n=,F,en
74,v,E,t,k,&,m+,M,Ue
1,f,i,-,n,I,st,M,en
305,z,a,m,k,W,t,F,en
0,j,o,-,d,@,l,M,-
0,n,@,r,k,W,l,M,e
3,-,&,r,z,I,s,F,en
29,kv,&,-,r,E,l,N,e
1,l,o,-,d,@,n,M,U
1,n,i,k,S,U,s,M,Ue
8,Sv,e,-,d,I,n,F,en
8,-,-,-,r,U,J,M,e
40,s,i,-,-,o,n,F,en
0,z,@,-,bl,&,t,N,Uer
0,g,/,-,=,U,N,F,en
0,v,U,rm,f,&,rn,M,e
8,f,E,r,b,o,t,N,e
4,m,a,l,b,a,t,N,Uer
50,dr,E,-,S,@,r,M,-
13,m,&,n,t,@,l,M,U
0,n,&,-,l,I,st,M,en
0,k,o,-,p,i,-,F,en
7,m,B,-,-,@,r,F,en
8,k,E,t,x,@,n,N,-
2,f,B,st,k,&,m+,M,Ue
12,b,@,ns,-,a,rt,F,en
0,r,E,nt,x,@,n,N,-
0,l,Y,-,k,@,-,F,en
83,f,O,l,g,@,-,F,en
5,n,O,-,m,e,-,N,s
3,d,@,r,Sr,E,k,M,e
0,z,I,m,p,@,l,M,-
0,r,W,n,f,&,rn,M,e
13,f,W,n,h,W,t,F,en
4,n,1,-,t,I,v,M,s
1,v,e,-,g,U,N,F,en
26,h,&,n,dl,U,N,F,en
0,Spr,a,-,x,@,-,F,en
1,s,@,-,r,i,-,F,en
1,l,I,p,s,@,-,F,en
0,z,e,-,l,|,r,M,e
8,n,e,-,m,U,N,F,en
78,d,I,s,t,&,n=,F,en
0,l,e,-,z,@,r,M,-
2,l,o,-,g,@,-,M,en
12,h,y,n,x,@,n,N,-
17,br,I,l,j,&,nt,M,en
6,S,@,ns,k,I,nt,N,er
4,k,o,-,l,@,-,F,en
13,h,&,n,dl,U,N,F,en
11,-,-,-,Sp,a,t,M,e
0,g,i,-,n,a,-,F,s
8,v,I,-,g,U,N,F,en
0,r,&,m,S,@,r,M,-
0,Sv,|,-,r,U,N,F,en
120,f,o,r,r,a,t,M,Ue
0,n,@,-,m,q,-,N,s
0,k,o,-,t,@,-,F,en
1,m,&,r,k,@,-,F,en
0,k,u,-,l,@,-,F,en
7,-,-,-,kr,e,m,F,s
135,v,Y,r,d,@,-,F,en
0,=,e,r,g,E,lt,N,er
0,t,i,-,r,U,N,F,en
0,d,@,n,z,&,k,M,Ue
1,k,),-,z,@,-,M,-
24,v,o,-,n,U,N,F,en
9,m,E,-,N,@,-,F,en
0,m,W,-,s,@,l,M,-
1,kv,e,r,k,O,+,M,Ue
3,k,O,r,p,U,s,M,e
23,Z,q,-,r,@,-,N,s
0,t,@,n,f,E,st,N,e
0,r,W,-,s,@,r,M,-
27,f,I,-,N,@,r,M,-
6,r,i,-,-,U,m,N,en
9,z,a,-,g,@,-,F,en
25,pr,o,-,b,@,-,F,en
32,l,X,-,f,@,r,M,-
0,St,E,n,d,@,r,M,-
0,k,&,-,=,@,-,F,en
4,d,@,ns,br,U,x,M,Ue
2,z,@,-,l,W,-,F,en
0,-,e,r,d,@,-,F,en
0,k,&,-,d,u,-,M,s
3,n,I,s,S,u,-,M,e
51,S,&,l,t,@,r,M,-
0,j,&,-,k,@,-,F,en
4,S,&,l,t,U,N,F,en
1,t,@,n,b,I,lt,N,er
21,=,i,-,-,o,n,F,en
0,g,&,-,m,E,nt,N,e
0,Sl,W,-,s,@,r,M,-
9,f,O,r,m,U,N,F,en
6,f,E,r,-,W,n,M,e
8,f,@,r,m,I,n=,N,e
2,gr,),-,b,@,r,M,-
0,-,y,r,x,@,n,N,-
0,j,&,-,k,@,-,F,en
2,p,U,-,p,U,N,F,en
2,m,I,-,t,@,l,N,-
1,b,@,-,S,W,t,M,e
0,m,@,-,r,W,-,F,en
0,z,X,-,m,@,r,M,-
0,l,a,-,k,@,n,N,-
103,t,u,-,g,&,l,N,-
3,b,@,nt,m,a,l,N,Uer
23,h,y,-,t,U,N,F,en
0,m,o,-,d,U,l,M,en
0,m,@,-,r,U,N,F,en
54,z,a,-,g,@,-,F,en
29,h,&,-,l,@,-,F,en
116,=,u,-,S,U,s,M,Ue
2,p,u,s,t,@,l,F,en
0,v,&,r,n,U,N,F,en
1,k,&,s,t,@,n,M,U
8,kv,I,s,l,I,N,M,e
9,-,-,-,kn,I,f,M,e
2,b,u,-,l,@,-,F,en
5,j,a,-,g,@,n,N,-
9,v,&,-,z,&,l,M,en
18,v,o,n,h,W,m,N,e
3,h,&,ns,v,U,rst,M,e
0,t,@,-,r,U,N,F,en
1,f,X,-,-,@,r,N,-
0,d,I,x,k,W,t,F,en
0,S,a,-,l,@,-,F,en
7,b,&,-,s,0,-,N,s
6,m,W,s,t,@,r,M,-
0,k,u,-,b,U,s,M,en
0,z,@,-,r,W,-,F,en
2,fr,&,xt,br,i,f,M,e
0,Sv,e,-,l,U,N,F,en
1,t,i,-,r,U,N,F,en
1,l,e,-,z,@,r,M,-
9,k,i,-,t,o,-,M,s
442,g,e,-,gn,U,N,F,en
98,r,o,-,p,a,-,N,-
2,z,@,n,t,o,r,N,e
0,-,E,r,b,@,-,M,en
0,j,B,-,x,@,-,F,en
2,b,o,-,g,@,n,M,-
2,t,&,-,+,@,n,M,-
2,h,&,-,m,@,r,M,U
0,St,E,k,r,W,s,N,er
1,+l,e,-,g,@,r,M,-
1,-,&,n,z,I,xt,F,en
11,pr,o,-,gr,&,m,N,e
1,n,e,-,b,@,l,M,-
0,-,o,-,l,@,-,F,en
2,g,E,n,t,I,n,F,en
6,Sp,&,l,t,U,N,F,en
1,g,@,n,l,i,t,N,er
2,m,e,-,t,&,l,N,e
62,Sv,a,-,b,@,-,M,en
0,z,X,-,r,@,-,F,en
2,=,i,-,p,a,n,N,e
2,t,i,-,k,@,r,M,-
6,g,@,-,f,y,l,N,e
11,S,@,n,b,i,r,N,e
11,r,W,-,z,@,-,F,en
4,z,e,-,gl,U,N,F,en
66,h,&,l,t,U,N,F,en
36,r,i,-,-,@,-,F,en
0,p,i,-,r,o,l,M,e
4,k,O,-,t,@,-,F,en
0,N,@,-,l,W,-,F,en
136,h,a,-,b,@,r,M,-
17,-,B,s,r,u,f,M,e
3,t,X,-,S,U,N,F,en
5,z,&,-,x,@,-,F,en
0,-,&,-,t,u,r,F,en
2,d,U,Ns,=,i,l,N,e
0,-,a,-,b,@,nt,M,e
2,t,I,x,k,W,t,F,en
0,l,U,m,n,@,-,M,en
1,gn,o,-,z,@,-,F,en
8,br,E,m,z,@,-,F,en
8,Sn,I,=,l,@,r,M,-
1,f,E,r,k,B,f,M,Ue
0,v,W,-,z,U,N,F,en
0,r,&,-,g,U,s,M,-
1,k,O,-,t,@,-,F,en
0,v,I,rt,S,&,ft,F,en
204,-,-,-,k,B,f,M,Ue
1,p,&,-,p,i,r,N,e
0,z,i,-,-,o,n,F,en
6,t,o,r,m,&,n,M,Uer
6,m,I,-,t,@,l,N,-
0,r,O,n,d,o,-,N,s
5,g,@,-,b,i,t,N,e
71,-,a,-,l,@,-,F,en
22,d,I,-,g,U,N,F,en
0,b,&,p,t,I,st,M,en
4,x,@,-,r,U,N,F,en
24,Sp,i,-,l,@,r,M,-
11,fr,a,-,g,@,-,F,en
11,h,U,-,n,@,-,M,en
1,gl,a,-,z,U,N,F,en
0,f,e,-,d,@,r,F,en
0,k,O,n,z,E,ns,M,e
13,t,u,-,-,a,l,N,e
0,h,&,Ns,r,E,xt,N,e
25,l,E,k,t,O,r,M,en
12,-,-,-,g,U,rt,M,e
0,r,I,x,t,@,r,M,-
137,-,I,n,st,&,n=,F,en
0,k,@,-,l,U,N,F,en
2,n,@,r,v,&,ks,N,e
0,m,i,-,t,@,r,M,-
7,l,@,-,r,W,-,F,en
0,d,&,m,h,I,rS,M,e
0,tr,O,-,s,@,-,F,en
5,b,I,n,d,@,-,F,en
39,z,E,r,n,@,-,F,en
0,p,&,-,p,@,-,F,en
0,b,O,k,b,i,r,N,e
0,b,E,-,k,@,r,M,-
0,t,e,-,t,@,-,F,en
7,-,-,-,v,&,xt,F,en
1,-,&,-,m,i,t,N,e
0,-,-,-,m,a,r,M,e
4,n,u,-,d,@,l,F,en
14,-,@,-,r,U,N,F,en
0,h,E,l,t,@,r,M,-
753,v,a,r,h,W,t,F,en
63,h,e,-,b,U,N,F,en
1233,s,@,n,S,&,ft,F,en
1,l,e,-,r,@,r,M,-
4,-,E,rp,r,E,xt,N,e
286,S,&,-,t,@,n,M,-
4,f,u,s,m,&,rS,M,Ue
5,v,E,rk,h,B,s,N,Uer
0,l,B,n,St,W,n,M,e
62,k,E,-,n,@,r,M,-
0,=,i,-,-,o,n,F,en
24,x,@,n,S,&,ft,F,en
0,p,Y,n=,x,@,n,N,-
0,g,@,l,x,@,n,N,-
258,-,-,-,r,a,t,N,Uer
0,r,I,-,f,@,l,F,en
26,b,E,r,g,U,N,F,en
18,l,a,ks,h,B,s,N,Uer
0,=,i,-,-,o,n,F,en
20,f,I,lm,St,a,r,M,s
0,-,E,-,s,@,r,M,-
4,t,i,-,k,@,r,M,-
4,-,-,-,k,I,t,M,e
0,S,&,-,t,@,n,M,-
9,k,@,n,g,E,lt,N,er
9,g,E,-,N,@,r,M,-
23,Spr,a,-,x,@,-,F,en
0,r,q,m,b,u,r,M,-
3,St,I,-,m,@,-,F,en
5,h,E,-,l,@,r,M,-
1,f,o,r,k,B,f,M,Ue
3,St,E,-,l,U,N,F,en
0,-,&,l,m,E,nt,F,en
0,Sv,E,n=,x,@,n,N,-
4,p,@,r,kr,&,ft,F,Ue
21,b,u,-,b,@,-,M,en
0,-,-,-,br,&,k,N,e
3,v,/,l,b,@,-,N,-
4,k,U,n,d,@,-,F,en
0,z,Y,l,f,@,-,M,en
43,st,&,n,t,i,f,N,e
0,m,y,-,z,@,-,N,-
1,St,Y,k,l,o,n,M,Ue
0,St,I,x,t,a,k,M,e
16,-,W,n,t,B,S,M,e
12,n,a,-,d,@,-,F,en
1,s,i,-,r,U,N,F,en
0,S,a,f,St,&,l,M,Ue
3,tr,u,-,-,@,-,F,en
2,g,&,-,l,a,n,M,e
1,t,@,-,l,W,-,F,en
12,-,i,-,k,o,n,N,e
1,p,&,-,r,a,t,M,e
0,=,i,-,-,o,n,F,en
0,St,o,-,s,U,N,F,en
0,=,I,mt,b,B,m,M,Ue
0,n,/,n,x,@,n,N,-
0,-,&,-,k,O,rt,M,e
18,l,X,-,f,@,r,M,-
0,d,E,r,n,I,st,M,en
27,z,E,-,=,U,N,F,en
14,r,&,st,h,B,s,N,Uer
2,n,&,r,h,W,t,F,en
0,t,@,-,r,U,N,F,en
1723,p,U,-,bl,i,k,F,en
147,m,I,t,gl,i,t,N,er
6,pr,y,-,f,U,N,F,en
28,v,I,lt,n,I,s,F,e
5,z,),-,g,@,-,F,en
1,t,E,x,n,I,k,M,en
2,l,e,-,z,@,-,F,en
0,-,@,-,r,U,N,F,en
16,g,@,-,Str,Y,p,N,e
0,-,-,-,j,E,k,M,en
0,S,E,l,f,@,-,F,en
4,br,u,-,d,@,r,M,U
0,l,E,n,d,@,r,M,-
0,g,@,-,z,E,=,N,e
0,t,o,-,k,a,r,M,s
0,-,@,-,r,W,-,F,en
29,l,&,st,=,u,k,M,Ue
6,Sn,I,-,t,@,-,F,en
0,-,B,s,Sn,I,t,M,e
0,tr,o,-,z,@,-,F,en
0,r,E,x,n,U,N,F,en
0,m,&,n,S,&,ft,F,en
5,v,e,-,g,U,N,F,en
0,x,y,-,gr,a,f,M,en
0,f,y,-,r,@,r,M,-
3,h,O,l=,v,U,rm,M,Uer
3,St,&,l,t,U,N,F,en
3,t,@,n,f,&,s,N,Uer
0,-,-,-,kv,I,nt,F,en
8,f,&,-,ks,@,-,F,en
491,z,u,-,x,U,N,F,en
0,-,E,-,k,@,r,F,en
36,kv,a,-,t,O,r,M,en
0,t,o,-,gr,a,f,M,en
1,sk,u,-,t,@,r,M,-
0,f,@,-,r,U,N,F,en
38,-,W,n,k,U,nft,F,Ue
2,-,i,k,b,I,lt,N,er
0,p,&,-,k,U,N,F,en
345,f,a,-,r,@,r,M,-
0,h,O,l,=,U,N,F,en
3,g,e,p,n,I,s,N,e
0,b,B,x,v,e,-,N,e
0,k,@,-,r,W,-,F,en
2,S,a,m,h,a,r,N,e
1,z,O,-,n,@,-,F,en
0,z,@,n,Sp,i,l,N,e
0,p,O,r,t,|,r,M,e
1,n,a,-,m,@,-,F,en
0,r,&,nt,St,a,t,M,en
4,br,|,-,d,@,l,N,-
0,r,@,n,z,o,n,M,Ue
359,f,I,-,N,@,r,M,-
12,-,&,p,St,o,s,M,Ue
2,l,e,-,m,E,nt,N,e
2,v,&,nt,-,u,r,F,en
1,=,i,-,-,o,n,F,en
28,h,&,l,t,U,N,F,en
14,d,e,-,k,o,r,MN,s
1,n,E,s,=,E,n=,F,en
0,j,U,N,k,@,r,M,-
6,S,W,-,b,@,-,F,en
27,-,-,-,S,I,lf,N,e
0,b,E,-,k,@,n,N,-
1,z,i,t,=,O,l,M,Ue
0,p,&,-,k,e,t,N,e
104,-,-,-,h,e,rt,M,e
0,-,&,f,t,@,-,F,en
2,v,I,-,kl,U,N,F,en
0,St,E,-,l,@,-,F,en
0,l,o,-,r,I,st,M,en
2,-,-,-,-,o,m,N,-
2,fl,y,-,g,@,l,M,-
50,b,B,-,pl,&,=,M,Ue
1,b,i,-,-,a,n,M,e
0,-,a,-,n,@,r,M,-
0,s,i,-,-,o,n,F,en
1,l,@,-,r,I,n,F,en
0,g,W,-,g,@,-,F,en
137,n,a,-,m,@,-,F,en
3,Sv,I,N,t,y,r,F,en
0,d,@,r,z,I,=,M,e
29,t,@,rs,h,W,m,N,e
0,t,e,-,z,@,-,F,en
2,z,a,-,t,o,r,M,en
33,=,i,-,-,o,n,F,en
0,p,E,r,z,o,n,F,en
36,v,W,-,t,@,-,F,en
5,tr,U,-,p,@,-,F,en
1,h,),k,x,@,n,N,-
26,S,e,-,r,@,-,F,en
0,z,X,-,r,@,-,F,en
2,n,@,n,Sp,i,l,N,e
0,b,@,-,tr,i,p,M,e
0,g,E,-,l,U,N,F,en
5,t,@,r,r,O,k,M,Ue
0,bl,|,-,d,U,N,F,en
1,-,-,-,St,|,r,M,e
0,fl,|,-,t,@,-,F,en
0,=,Y,-,k,U,N,F,en
1,l,&,-,t,|,r,M,e
0,f,e,-,l,E,s,F,-
7,l,I,-,g,U,N,F,en
10,n,&,-,t,@,r,F,en
4,g,@,-,r,W,-,F,en
2,m,&,s,k,@,-,F,en
0,-,o,-,f,@,n,M,U
0,d,@,-,m,q,-,N,s
23,-,-,-,kl,O,=,M,Ue
1,b,o,-,t,I,n,F,en
21,S,O,-,f,|,r,M,e
2,=v,W,-,r,a,t,N,Uer
3,t,e,-,l,I,st,M,en
14,r,@,n,fr,i,t,M,e
1,z,X,m,n,I,s,FN,e
43,Spr,I,-,N,@,r,M,-
7,t,u,r,m,E,nS,M,en
0,k,),s,x,@,n,N,-
0,l,B,p,n,I,s,F,e
6,r,B,S,g,I,ft,N,e
44,v,e,-,z,@,n,N,-
8,b,o,-,l,@,-,F,en
0,t,y,r,l,W,n,N,-
180,r,a,t,h,B,s,N,Uer
11,r,i,-,-,U,m,N,en
5,Sv,&,r=,m,&,rkt,M,Ue
1,n,@,n,St,O,k,M,Ue
3,b,@,-,r,W,-,F,en
19,Str,W,-,f,@,n,M,-
1,r,U,Ns,-,O,rt,M,e
8,v,I,N,k,@,l,M,-
1,m,I,-,t,@,l,N,-
0,=,W,-,x,@,n,N,-
136,-,-,-,f,&,x,N,Uer
1,-,@,n,b,I,lt,N,er
0,r,a,-,t,O,r,M,en
4,-,&,-,l,I,st,M,en
0,f,I,s,m,U,s,M,en
0,g,@,-,r,I,xt,N,e
0,m,o,-,f,a,-,N,s
1,t,@,-,l,W,-,F,en
0,n,@,-,r,i,-,F,en
50,t,a,-,b,&,k,M,e
7,b,y,-,g,@,l,M,-
1586,-,-,-,pr,W,s,M,e
2,p,~,-,t,~,-,M,s
1,b,W,-,kl,&,N,M,Ue
4,l,o,-,g,i,-,F,en
0,v,I,nt,=,u,k,M,Ue
0,x,@,-,r,U,N,F,en
2,t,@,r,z,a,t,F,en
0,d,@,-,k,U,nst,F,Ue
1,kl,i,-,m,&,ks,F,e
92,g,@,-,r,I,xt,N,e
4,br,E,-,x,@,-,F,en
435,=v,W,-,f,@,l,M,-
2,r,Y,k,l,B,f,M,Ue
4,r,I,-,n,@,-,F,en
0,k,&,s,k,o,-,F,s
0,-,W,n,b,&,k,M,e
0,k,u,-,x,@,n,M,-
101,d,e,-,t,W,-,N,s
0,m,i,-,r,U,N,F,en
5,l,I,x,k,W,t,F,en
61,p,&,-,r,a,t,M,e
10,=,i,-,-,U,N,F,en
0,skr,I,p,t,U,m,N,en
24,r,i,-,-,U,m,N,en
3,k,e,-,t,@,-,F,en
14,t,E,-,s,@,-,F,en
102,l,e,-,-,@,n,N,-
0,-,i,-,t,U,s,M,-
1,z,@,n,-,|,l,N,e
0,t,i,k,b,B,m,M,Ue
0,t,@,n,v,a,l,M,e
13,n,a,-,m,@,-,F,en
17,n,a,-,m,@,-,F,en
7,f,E,r,m,E,nt,N,e
0,g,I,f,t,U,N,F,en
1,-,&,x,t,U,N,F,en
7,v,&,-,s,@,r,N,-
19,v,&,l,=,@,-,F,en
0,l,Y,-,k,@,-,F,en
0,z,e,-,l,O,x,N,Uer
152,gl,Y,k,v,U,nS,M,Ue
1,-,o,-,z,o,-,N,s
0,p,&,-,r,a,t,M,e
3,r,@,-,t,W,-,F,en
0,k,|,-,n,I,x,M,e
1,=,i,-,-,o,n,F,en
5,p,&,-,r,a,t,M,e
0,-,W,n,gl,a,s,N,Uer
1,l,I,xt,x,@,n,N,-
3,d,@,-,r,U,N,F,en
0,d,I,-,g,@,r,M,-
0,-,W,-,m,@,r,M,-
3,b,i,-,g,U,N,F,en
31,-,&,x,t,U,N,F,en
22,-,U,n,t,a,t,F,en
0,Sp,E,-,r,@,-,F,en
13,tr,B,t,h,W,t,F,en
1,p,@,l,t,i,r,N,e
0,b,@,r,St,a,p,M,Ue
0,St,U,-,m,@,l,M,-
4,l,y,-,z,@,-,F,en
3,z,i,-,-,@,n,N,-
62,v,a,-,g,@,-,F,en
150,k,i,-,n,o,-,N,s
26,-,B,f,pr,&,l,M,e
13,h,y,-,t,@,r,M,-
2,t,I,-,p,@,r,M,-
207,z,E,k,t,O,r,M,en
0,g,@,-,v,I,n,M,e
11,v,&,r,t,@,-,F,en
17,kr,i,-,m,i,-,M,s
1,-,E,nt,v,U,rf,M,Ue
20,t,@,r,k,W,t,F,en
8,St,E,l,r,B,m,M,Ue
0,k,o,-,p,@,-,F,en
14,h,e,-,b,U,N,F,en
0,b,@,-,z,&,=,M,Ue
1,t,I,S,h,E,r,M,en
3,g,&,-,n,I,st,M,en
0,n,I,s,m,U,s,M,en
39,z,@,-,St,&,t,F,Ue
13,t,e,-,n,@,r,M,-
6,t,O,-,f,@,l,F,en
10,-,W,n,St,U,r=,M,Ue
64,l,e,r,b,u,x,N,Uer
0,St,|,-,r,U,N,F,en
15,kv,i,-,z,i,t,N,en
0,l,@,r,m,&,n,M,Uer
122,tr,E,-,n,U,N,F,en
0,f,y,-,z,@,-,F,en
1,-,@,r,z,&,nt,M,e
1,h,E,n,dl,@,r,M,-
0,=,i,-,-,o,n,F,en
0,b,E,-,x,@,r,M,-
0,g,a,-,b,@,-,F,en
15,-,-,-,Spr,O,s,M,e
1,r,E,x,n,U,N,F,en
23,f,@,r,r,B,m,M,Ue
2,n,@,n,b,o,t,N,e
2,n,a,x,z,&,=,M,Ue
0,h,e,-,g,@,r,M,-
11,d,i,-,t,i,f,N,e
0,d,I,x,t,U,N,F,en
5,l,o,-,=,@,-,M,en
11,=,i,-,-,o,n,F,en
1,-,@,-,r,U,N,F,en
5,St,&,l,t,@,r,M,-
14,x,@,-,r,@,r,M,-
32,=,i,-,-,o,n,F,en
2,f,a,t,h,W,t,F,en
2,k,U,n,d,@,-,F,en
38,l,W,s,t,U,N,F,en
0,_,O,-,k,e,-,M,s
0,=,i,-,-,o,n,F,en
0,f,y,-,s,@,r,M,-
0,t,i,-,t,),t,F,en
14,v,&,-,s,@,r,N,-
0,kr,o,-,k,i,-,N,-
2,-,-,-,dr,I,l,M,e
41,b,Y,-,_,e,-,N,s
1,r,),t,x,@,n,N,-
0,h,&,k,s,@,-,F,en
5,t,E,n,d,&,n=,F,en
3,h,&,-,l,@,-,F,en
7,v,i,-,t,),t,F,en
37,f,O,rt,g,&,N,M,Ue
144,t,E,-,p,I,x,M,e
36,f,|,-,n,I,ks,M,e
6,f,O,r,S,@,r,M,-
2,k,I,r,x,@,-,F,en
0,r,I,x,t,U,N,F,en
22,h,W,-,=,U,N,F,en
6,m,@,nt,h,B,s,N,Uer
0,f,y,-,r,@,r,M,-
1,Sp,i,-,g,@,l,M,-
67,-,-,-,f,B,-,N,-
1217,-,-,-,Sp,i,l,N,e
1,-,a,-,b,@,nt,M,e
0,r,X,m,x,@,n,N,-
57,-,&,p,f,a,rt,F,en
21,N,@,n,h,W,t,F,en
0,t,i,-,m,E,nt,N,e
1,=,Y,n,d,@,r,M,-
0,v,a,-,r,@,-,F,en
0,z,@,r,x,@,n,N,-
2,z,o,-,l,@,-,F,en
0,pl,E,n,t,@,-,F,en
0,g,@,-,v,I,xt,N,e
4,v,U,n,d,@,-,F,en
9,h,&,-,l,@,-,F,en
75,S,y,-,r,@,-,F,en
97,g,E,N,st,@,r,M,-
0,-,&,-,f,@,-,M,en
0,f,E,-,=,@,n,M,-
111,tr,o,-,n,B,t,M,en
20,v,I,m,p,@,l,M,-
28,r,&,r,x,i,-,F,en
0,gr,&,-,f,i,-,F,en
1,kl,O,-,+,@,r,M,-
212,t,e,-,z,@,-,F,en
2,j,U,k,r,W,=,M,e
3,St,u,-,f,@,-,F,en
0,s,@,-,r,U,N,F,en
0,-,-,-,S,E,k,M,s
2,r,),-,n,@,-,F,en
20,dr,E,N,n,I,s,F,e
2,l,e,-,d,@,r,N,-
4,-,-,-,v,u,ks,M,Ue
13,k,O,n,t,o,r,N,e
94,l,o,-,z,U,N,F,en
0,-,E,rp,s,@,-,F,en
1,r,e,-,d,@,-,F,en
0,l,i,-,-,e,-,N,s
10,g,i,-,-,U,m,N,en
2,z,E,r,m,o,n,M,e
88,m,&,n,d,a,t,N,e
1,v,O,l,kl,W,t,N,er
17,m,u,-,t,U,N,F,en
8,-,B,f,f,a,rt,F,en
5,tr,o,-,h,e,rt,M,e
2765,-,-,-,t,W,l,MN,e
0,Sl,),-,g,@,r,M,-
2,s,@,-,r,U,N,F,en
0,f,I,S,x,@,n,N,-
70,d,U,s,tr,i,-,F,en
1,br,&,-,m,@,-,F,en
0,g,@,-,l,W,-,F,en
0,m,U,r,k,O,+,M,Ue
0,S,W,-,n,U,N,F,en
2,f,I,r,t,@,l,N,-
596,f,E,r,l,a,k,M,e
1,k,E,n,x,@,n,N,-
5,z,E,r,v,@,-,F,en
0,d,U,-,bl,e,-,N,s
0,l,e,-,m,E,nt,N,e
791,=,I,-,m,@,r,N,-
73,=,E,-,x,@,-,F,en
1,g,i,-,-,o,n,F,en
1,p,&,-,d,@,l,-,-
4,kl,),-,r,U,N,F,en
44,gr,E,n,=,@,-,F,en
